mag,phs,freq
-13.0975381106833,180.216466547404,0.00628318530717959
-13.0141017653043,182.285025680727,0.0691150383789754
-12.813805288018,183.922348568909,0.131946891450771
-12.5435500278575,184.915128658907,0.194778744522567
-12.2508190497034,185.248594269727,0.257610597594363
-11.9692408595203,185.030609667774,0.320442450666159
-11.7166309572811,184.406385392464,0.383274303737955
-11.499245574893,183.508271170047,0.446106156809751
-11.3167408812455,182.438369987732,0.508938009881546
-11.1657386811147,181.268633925772,0.571769862953342
-11.0418863554143,180.047042745735,0.634601716025138
-10.940875973406,178.804389546018,0.697433569096934
-10.8588672088359,177.559811372383,0.76026542216873
-10.7926073416917,176.32479358547,0.823097275240526
-10.7394137695317,175.105903676049,0.885929128312322
-10.6971038805632,173.906599297821,0.948760981384117
-10.6639124566736,172.728402717488,1.01159283445591
-10.6384138035781,171.571655499422,1.07442468752771
-10.6194546832295,170.435999819729,1.1372565405995
-10.6060990865923,169.320683329916,1.2000883936713
-10.5975838325439,168.224750637921,1.2629202467431
-10.5932833228019,167.147162104578,1.32575209981489
-10.5926817382451,166.086866131022,1.38858395288669
-10.5953511538369,165.042841762595,1.45141580595848
-10.6009343063607,164.014122432985,1.51424765903028
-10.6091309987975,162.999807819025,1.57707951210208
-10.6196873411185,161.999068298121,1.63991136517387
-10.6323872039337,161.011144901667,1.70274321824567
-10.6470454016675,160.035346623868,1.76557507131746
-10.6635022313609,159.071046274866,1.82840692438926
-10.681619077788,158.117675631443,1.89123877746106
-10.70127486065,157.174720355457,1.95407063053285
-10.7223631495815,156.241714966221,2.01690248360465
-10.7447898110912,155.318238034075,2.07973433667644
-10.7684710810844,154.403907685807,2.14256618974824
-10.7933319793927,153.498377463918,2.20539804282003
-10.8193050003518,152.601332551276,2.26822989589183
-10.8463290271491,151.712486354205,2.33106174896363
-10.874348428327,150.831577426338,2.39389360203542
-10.9033123031663,149.958366709879,2.45672545510722
-10.9331738492377,149.092635068382,2.51955730817901
-10.9638898305768,148.234181084711,2.58238916125081
-10.9954201290436,147.382819098514,2.64522101432261
-11.0277273646873,146.538377458984,2.7080528673944
-11.0607765735442,145.700696970426,2.7708847204662
-11.0945349333922,144.86962951007,2.83371657353799
-11.1289715296656,144.045036799499,2.89654842660979
-11.1640571551006,143.226789312894,2.95938027968159
-11.1997641377871,142.414765307076,3.02221213275338
-11.2360661932033,141.608849959904,3.08504398582518
-11.2729382965488,140.808934605057,3.14787583889697
-11.3103565722959,140.014916052566,3.21070769196877
-11.3482981983772,139.226695985622,3.27353954504056
-11.3867413228413,138.444180425274,3.33637139811236
-11.4256649911469,137.667279255534,3.39920325118416
-11.4650490825526,136.895905802283,3.46203510425595
-11.5048742542952,136.129976460081,3.52486695732775
-11.545121892447,135.369410361654,3.58769881039954
-11.5857740685098,134.61412908541,3.65053066347134
-11.6268135009425,133.864056396846,3.71336251654314
-11.6682235209373,133.119118020159,3.77619436961493
-11.7099880418596,132.3792414368,3.83902622268673
-11.7520915318496,131.644355708017,3.90185807575852
-11.7945189891573,130.914391318811,3.96468992883032
-11.837255919842,130.189280040957,4.02752178190211
-11.8802883175206,129.46895481302,4.09035363497391
-11.9236026448914,128.753349635505,4.15318548804571
-11.9671858168018,128.042399479482,4.2160173411175
-12.0110251846557,127.336040207207,4.2788491941893
-12.0551085219894,126.63420850339,4.34168104726109
-12.0994240110656,125.936841815947,4.40451290033289
-12.1439602303562,125.243878305145,4.46734475340469
-12.1887061428036,124.555256800205,4.53017660647648
-12.2336510847643,123.870916762491,4.59300845954828
-12.2787847555524,123.190798254533,4.65584031262007
-12.3240972075117,122.514841914194,4.71867216569187
-12.3695788365544,121.842988933353,4.78150401876367
-12.4152203731156,121.175181040579,4.84433587183546
-12.461012873475,120.511360487277,4.90716772490726
-12.5069477114098,119.851470036885,4.96999957797905
-12.5530165701425,119.195452956712,5.03283143105085
-12.5992114345564,118.543253012081,5.09566328412264
-12.6455245836527,117.894814462442,5.15849513719444
-12.6919485832294,117.250082059195,5.22132699026624
-12.7384762787613,116.609001044955,5.28415884333803
-12.7851007884678,115.971517154045,5.34699069640983
-12.8318154965538,115.337576614021,5.40982254948162
-12.8786140466119,114.707126148045,5.47265440255342
-12.9254903351773,114.080112977951,5.53548625562522
-12.9724385054256,113.456484827881,5.59831810869701
-13.0194529410068,112.83618992834,5.66114996176881
-13.0665282600097,112.219177020595,5.7239818148406
-13.1136593090506,111.605395361298,5.7868136679124
-13.1608411574824,110.99479472727,5.8496455209842
-13.2080690917197,110.387325420358,5.91247737405599
-13.2553386096765,109.782938272315,5.97530922712779
-13.3026454153138,109.181584649646,6.03814108019958
-13.349985413294,108.583216458363,6.10097293327138
-13.3973547037404,107.987786148631,6.16380478634317
-13.4447495770991,107.395246719252,6.22663663941497
-13.4921665091014,106.805551721968,6.28946849248677
-13.5396021558262,106.218655265555,6.35230034555856
-13.5870533488587,105.634512019704,6.41513219863036
-13.6345170905459,105.053077218647,6.47796405170215
-13.681990549346,104.474306664541,6.54079590477395
-13.7294710552717,103.898156730593,6.60362775784574
-13.7769560954249,103.324584363914,6.66645961091754
-13.8244433096217,102.753547088103,6.72929146398934
-13.8719304861075,102.185003005566,6.79212331706113
-13.9194155573592,101.618910799553,6.85495517013293
-13.9668965959749,101.055229735933,6.91778702320472
-14.014371810648,100.493919664693,6.98061887627652
-14.0618395422271,99.9349410211846,7.04345072934832
-14.1092982598569,99.3782548270947,7.10628258242011
-14.1567465572019,98.8238226911762,7.16911443549191
-14.2041831487495,98.2716068097232,7.2319462885637
