mag,phs,freq
25.8389233120722,-90.8756913663685,0.00628318530717959
4.92859679386874,-99.5822463865419,0.0691150383789754
-0.900468152580386,-108.047341695208,0.131946891450771
-4.60783797338277,-116.093817736438,0.194778744522567
-7.44883277473081,-123.607159762119,0.257610597594363
-9.82016291962309,-130.536532323447,0.320442450666159
-11.8915138579545,-136.881973913814,0.383274303737955
-13.7484693449459,-142.676930996037,0.446106156809751
-15.4397480345347,-147.972599110877,0.508938009881546
-16.9960795783869,-152.826627089639,0.571769862953342
-18.438626878071,-157.296152376593,0.634601716025138
-19.7830374515195,-161.434111832626,0.697433569096934
-21.0415182857877,-165.287678472027,0.76026542216873
-22.2239657475523,-168.897930621395,0.823097275240526
-23.3386218523349,-172.300160185514,0.885929128312322
-24.3924817090882,-175.524463308288,0.948760981384117
-25.3915634424831,-178.596415339115,1.01159283445591
-26.3410977672732,-181.537728974557,1.07442468752771
-27.245667780925,-184.366849981858,1.1372565405995
-28.1093160613373,-187.099474947463,1.2000883936713
-28.9356291043637,-189.748990697432,1.2629202467431
-29.7278053111267,-192.326841987258,1.32575209981489
-30.4887105749985,-194.84283661299,1.38858395288669
-31.2209242423181,-197.30539743339,1.45141580595848
-31.9267774308117,-199.721770106594,1.51424765903028
-32.6083851765229,-202.098194264889,1.57707951210208
-33.2676735314757,-204.440044695202,1.63991136517387
-33.906402487902,-206.751948008908,1.70274321824567
-34.5261854248025,-209.03787933124,1.76557507131746
-35.1285056374681,-211.301242731565,1.82840692438926
-35.7147304070478,-213.544938443279,1.89123877746106
-36.2861229866802,-215.771419369843,1.95407063053285
-36.8438528172785,-217.982738922689,2.01690248360465
-37.3890042356846,-220.180591869485,2.07973433667644
-37.9225838976136,-222.366349571599,2.14256618974824
-38.4455271053849,-224.541090744057,2.20539804282003
-38.9587032041548,-226.705628668547,2.26822989589183
-39.4629201889119,-228.860535621294,2.33106174896363
-39.9589286467831,-231.006165135562,2.39389360203542
-40.4474251443831,-233.142672597772,2.45672545510722
-40.9290551573179,-235.270034572385,2.51955730817901
-41.4044156279659,-237.388067160781,2.58238916125081
-41.874057227865,-239.496443621073,2.64522101432261
-42.3384863920783,-241.594711407566,2.7080528673944
-42.7981671845407,-243.682308729493,2.7708847204662
-43.253523045418,-245.758580678015,2.83371657353799
-43.7049384638397,-247.822794928029,2.89654842660979
-44.1527606119331,-249.87415698674,2.95938027968159
-44.5973009689098,-251.911824934238,3.02221213275338
-45.0388369570635,-253.934923582061,3.08504398582518
-45.4776136050137,-255.942557963814,3.14787583889697
-45.9138452474578,-257.933826066763,3.21070769196877
-46.3477172651669,-259.907830714433,3.27353954504056
-46.7793878640743,-261.863690516752,3.33637139811236
-47.2089898881273,-263.800549815433,3.39920325118416
-47.6366326571597,-265.717587566985,3.46203510425595
-48.0624038184244,-267.614025122989,3.52486695732775
-48.4863711985919,-269.489132886074,3.58769881039954
-48.908584641955,-271.342235839278,3.65053066347134
-49.3290778202177,-273.172717965389,3.71336251654314
-49.7478699995123,-274.98002559056,3.77619436961493
-50.1649677511009,-276.763669702395,3.83902622268673
-50.5803665934549,-278.523227306311,3.90185807575852
-50.9940525549841,-280.258341894997,3.96468992883032
-51.4060036484793,-281.96872311409,4.02752178190211
-51.8161912502567,-283.654145712706,4.09035363497391
-52.2245813789491,-285.314447870386,4.15318548804571
-52.6311358708045,-286.949528992493,4.2160173411175
-53.0358134501667,-288.559347064458,4.2788491941893
-53.4385706954712,-290.143915651801,4.34168104726109
-53.8393629025652,-291.703300627928,4.40451290033289
-54.2381448484269,-293.237616705668,4.46734475340469
-54.6348714594122,-294.747023841668,4.53017660647648
-55.0294983889896,-296.231723575477,4.59300845954828
-55.4219825105549,-297.691955357622,4.65584031262007
-55.8122823313531,-299.12799291349,4.71867216569187
-56.2003583337919,-300.540140682567,4.78150401876367
-56.5861732505454,-301.92873036566,4.84433587183546
-56.9696922798181,-303.294117606264,4.90716772490726
-57.3508832470095,-304.636678826389,4.96999957797905
-57.7297167187993,-305.956808231784,5.03283143105085
-58.106166075386,-307.254914996839,5.09566328412264
-58.4802075462754,-308.531420635324,5.15849513719444
-58.8518202146431,-309.786756559608,5.22132699026624
-59.2209859949083,-311.021361828039,5.28415884333803
-59.5876895877549,-312.235681077715,5.34699069640983
-59.9519184164398,-313.430162637906,5.40982254948162
-60.3136625478413,-314.605256817798,5.47265440255342
-60.6729146013263,-315.761414361071,5.53548625562522
-61.0296696481597,-316.899085058952,5.59831810869701
-61.383925103848,-318.018716512776,5.66114996176881
-61.7356806155019,-319.120753036783,5.7239818148406
-62.0849379460156,-320.205634691676,5.7868136679124
-62.4317008566046,-321.273796439536,5.8496455209842
-62.7759749890095,-322.325667410778,5.91247737405599
-63.1177677484614,-323.36167027411,5.97530922712779
-63.4570881883191,-324.382220700784,6.03814108019958
-63.7939468971213,-325.387726914785,6.10097293327138
-64.1283558886513,-326.378589321063,6.16380478634317
-64.4603284954828,-327.355200204339,6.22663663941497
-64.7898792663675,-328.317943491493,6.28946849248677
-65.1170238677256,-329.267194571011,6.35230034555856
-65.4417789894218,-330.20332016343,6.41513219863036
-65.7641622549373,-331.126678237197,6.47796405170215
-66.0841921359908,-332.037617964754,6.54079590477395
-66.401887871613,-332.936479714159,6.60362775784574
-66.7172693916364,-333.823595071884,6.66645961091754
-67.0303572445311,-334.699286892857,6.72929146398934
-67.3411725294898,-335.56386937418,6.79212331706113
-67.6497368326447,-336.417648149249,6.85495517013293
-67.9560721672809,-337.260920399374,6.91778702320472
