,Vy*_max,M_min_dop,M_max_dop,M_min,M_max,M_1,M_2,V_3,V_4,M_4,q_ch_min,q_km_min
0.0,27.974889072586496,0.2525000000000044,0.6119075322993037,0.2525000000000044,0.6119075322993037,0.3000000000000057,0.5000000000000114,102.08700000000387,170.14500000001158,0.500000000000034,8314.64911333664,17.572085025000735
2.0,25.51197845650075,0.2845000000000053,0.674934008126132,0.2845000000000053,0.674934008126132,0.40000000000000857,0.5000000000000114,133.01200000000395,166.26500000000593,0.5000000000000179,7858.4852323492405,15.04554007035523
4.0,22.077450616602988,0.3240000000000064,0.7483629120020485,0.3240000000000064,0.7483629120020485,0.40000000000000857,0.6000000000000143,129.8360000000058,227.21300000001452,0.7000000000000448,7539.560038305458,12.781603450596835
6.0,19.118102483144263,0.3708000000000078,0.8,0.3708000000000078,0.8,0.5000000000000114,0.6000000000000143,158.22499999999496,253.1599999999874,0.7999999999999602,7090.457841305266,11.087287160927698
8.0,16.498580499403214,0.42920000000000946,0.8,0.42920000000000946,0.8,0.6000000000000143,0.7000000000000172,154.05499999999984,246.4879999999996,0.7999999999999987,6735.992232879382,9.836085385264319
10.0,10.027612761915522,0.5029000000000116,0.8,0.5029000000000116,0.8,0.6000000000000143,0.7000000000000172,179.71800000001224,239.62400000002447,0.8000000000000818,6087.72387969448,8.445988560924791
12.0,2.0056428922770366,0.6022000000000144,0.8,0.6022000000000144,0.8,0.7000000000000172,0.7000000000000172,206.54899999999304,206.54899999999304,0.6999999999999764,6191.8811568835645,8.327162019778418
12.36376953125,0.500216381429535,0.622800000000015,0.8,0.6538000000000158,0.79570000000002,0.7000000000000172,0.7000000000000172,206.54899999999304,206.54899999999304,0.6999999999999764,6649.801713052694,8.942997267063202
