0.005418,0.005418,0.0054418
0.0044516,0.0044516,0.0045744
0.0036229,0.0039248,0.0040279
0.0029177,0.0032966,0.0034775
0.0023227,0.0026243,0.0027684
0.0018253,0.0020907,0.0021756
0.0013759,0.0015319,0.0016385
0.0013211,0.0014381,0.0015195
