31.1,10.341,5.274
31.116,9.943,5.4356
31.054,5.9447,5.6512
30.9,7.1545,6.4438
30.858,9.482,8.54
30.798,12.433,11.5
28.615,17.94,15.728
24.651,19.111,17.159
