3.0591,1.0065,0.5204
3.0607,0.95487,0.54521
3.0546,0.60106,0.57192
3.0394,0.72449,0.65385
3.012,0.96018,0.86656
2.9521,1.2596,1.1669
2.8164,1.8158,1.5959
2.4658,1.9343,1.7403
