0.89567,1.5546,2.2308,2.2458
0.87308,1.5668,2.1878,0
0.85263,2.1425,2.2458,0
0.83422,1.9889,2.1941,0
0.82312,1.7021,1.8788,0
0.82462,1.4852,1.5993,0
0.85544,1.1925,1.3521,0
0.94027,1.1528,1.2777,0
